idx,p_x,p_y,p_z,q_w,q_x,q_y,q_z
319,-1.68798,0.987636,1.34383,0.660972,0.0107454,0.0101113,-0.750265
320,-1.69584,0.985733,1.34921,0.660661,0.0103297,0.0114216,-0.750526
321,-1.70755,0.982993,1.35681,0.660237,0.00955346,0.0124759,-0.750893
322,-1.71583,0.980976,1.36213,0.660218,0.00909468,0.012923,-0.750908
323,-1.73005,0.977828,1.37095,0.659451,0.00860706,0.0133256,-0.75158
324,-1.74485,0.974718,1.3797,0.658944,0.00922972,0.0133071,-0.752018
325,-1.7519,0.973017,1.38421,0.659154,0.0103023,0.0140954,-0.751805
326,-1.76255,0.970762,1.3914,0.657926,0.0103969,0.0139979,-0.752881
327,-1.76601,0.969863,1.39356,0.658143,0.0110762,0.0145437,-0.752671
328,-1.77964,0.966676,1.40209,0.656628,0.0103079,0.0144308,-0.754006
329,-1.78323,0.965876,1.40396,0.656292,0.0104636,0.0144908,-0.754295
330,-1.79304,0.963094,1.40881,0.655959,0.0118556,0.0155824,-0.754543
331,-1.79977,0.961284,1.4118,0.655265,0.0117385,0.0149124,-0.755161
332,-1.81281,0.957327,1.41643,0.654508,0.0135355,0.0151454,-0.755782
333,-1.81622,0.956457,1.41759,0.653712,0.0129857,0.0145162,-0.756493
334,-1.82591,0.953366,1.42043,0.653282,0.0140055,0.0149837,-0.756836
335,-1.83246,0.951196,1.42235,0.652854,0.0151415,0.015382,-0.757176
336,-1.84249,0.947968,1.42521,0.651853,0.0158706,0.0154001,-0.758023
337,-1.84929,0.945766,1.42742,0.651356,0.0156103,0.0154788,-0.758453
338,-1.85935,0.942235,1.43096,0.650504,0.014825,0.0156934,-0.759196
339,-1.86606,0.939745,1.43359,0.650234,0.0143872,0.0161208,-0.759427
340,-1.87605,0.93593,1.43839,0.649922,0.011864,0.016874,-0.759721
341,-1.88317,0.933198,1.44171,0.649503,0.0094305,0.0166043,-0.760119
342,-1.89221,0.929686,1.4461,0.649164,0.00691336,0.0164802,-0.760439
343,-1.89543,0.928446,1.44749,0.648798,0.0061637,0.0160057,-0.760768
344,-1.90767,0.923377,1.45294,0.648262,0.00663868,0.0170489,-0.761197
345,-1.91058,0.92217,1.45421,0.648373,0.00696288,0.0173876,-0.761092
346,-1.92188,0.917008,1.45941,0.648453,0.00824968,0.0200736,-0.760945
347,-1.92452,0.915706,1.46069,0.648511,0.00864503,0.0211954,-0.760861
348,-1.93466,0.910287,1.46607,0.648365,0.00949226,0.0237829,-0.760899
349,-1.93712,0.908874,1.46736,0.648213,0.00953351,0.0243108,-0.761011
350,-1.94379,0.904317,1.47156,0.648168,0.00969858,0.0257554,-0.761
351,-1.94797,0.90109,1.47465,0.648167,0.00861335,0.0268091,-0.760977
352,-1.95496,0.894095,1.48208,0.647572,0.00706934,0.0280843,-0.761453
353,-1.95659,0.892214,1.48406,0.647392,0.0065134,0.0285254,-0.761595
354,-1.96059,0.886509,1.48986,0.647098,0.00582941,0.0287836,-0.761841
355,-1.96269,0.882877,1.49302,0.646956,0.00559791,0.0279403,-0.761995
356,-1.96574,0.876328,1.49783,0.646706,0.00681363,0.0259275,-0.762268
357,-1.96733,0.871854,1.5006,0.647063,0.00794802,0.0245607,-0.761999
358,-1.96952,0.86527,1.50442,0.646937,0.0111008,0.0224986,-0.762131
359,-1.97018,0.862985,1.50563,0.646973,0.0121274,0.022567,-0.762082
360,-1.97288,0.853647,1.50993,0.647258,0.0150402,0.0195557,-0.761872
361,-1.97446,0.848777,1.51204,0.647138,0.0158704,0.0193435,-0.761962
362,-1.97608,0.843714,1.51415,0.647048,0.0165383,0.0189756,-0.762034
363,-1.97785,0.838485,1.51621,0.64692,0.0166912,0.0185712,-0.762149
364,-1.98218,0.827803,1.52094,0.646455,0.0154083,0.0188984,-0.762563
365,-1.98328,0.824854,1.52228,0.646975,0.0158516,0.0200963,-0.762082
366,-1.98698,0.816417,1.52675,0.646209,0.015298,0.0214398,-0.762706
367,-1.99102,0.807431,1.53135,0.64608,0.0147801,0.0227962,-0.762786
368,-1.99379,0.801368,1.53443,0.645839,0.0144451,0.0235159,-0.762975
369,-1.99667,0.795084,1.53741,0.645701,0.0139105,0.0238596,-0.763091
370,-2.00108,0.78464,1.54217,0.646067,0.0149066,0.0245871,-0.762739
371,-2.00383,0.77843,1.54469,0.646325,0.0153385,0.0246139,-0.762511
372,-2.00813,0.767799,1.54866,0.646398,0.0157908,0.0248331,-0.762433
373,-2.01092,0.760447,1.55128,0.647052,0.0158527,0.025691,-0.761848
374,-2.01507,0.748941,1.55517,0.647373,0.0151534,0.0263393,-0.761567
375,-2.01674,0.74437,1.55651,0.647421,0.0146395,0.0265102,-0.76153
376,-2.02178,0.728802,1.56116,0.648511,0.0118589,0.0248269,-0.760707
377,-2.02442,0.720793,1.56341,0.648681,0.00982093,0.0225145,-0.760664
378,-2.0282,0.708233,1.56778,0.649034,0.00832522,0.0219335,-0.760398
379,-2.03049,0.699851,1.57069,0.64981,0.0070929,0.0205976,-0.759785
380,-2.03412,0.687726,1.57511,0.650115,0.00660724,0.0193254,-0.759561
381,-2.03538,0.683624,1.57654,0.650211,0.00690715,0.0191998,-0.759479
382,-2.03989,0.667578,1.58184,0.651455,0.0065076,0.0191329,-0.758418
383,-2.04105,0.663723,1.58314,0.651725,0.00622108,0.0185735,-0.758202
384,-2.04562,0.648472,1.5879,0.652787,0.00675965,0.0169335,-0.757322
385,-2.04683,0.644688,1.58903,0.653068,0.00745792,0.0165111,-0.757083
386,-2.05037,0.633675,1.59259,0.654076,0.00780906,0.0157349,-0.756225
387,-2.05266,0.62646,1.59478,0.654888,0.00832665,0.0156794,-0.755518
388,-2.05654,0.615903,1.59806,0.655802,0.00819855,0.0158923,-0.754721
389,-2.05926,0.609195,1.60017,0.656006,0.00766675,0.0158516,-0.754551
390,-2.06339,0.599019,1.60314,0.657211,0.00720128,0.0173543,-0.753472
391,-2.06618,0.592437,1.60558,0.657675,0.00697804,0.0184877,-0.753042
392,-2.07043,0.582774,1.60954,0.658139,0.00588482,0.021358,-0.752571
393,-2.07313,0.575484,1.61204,0.659348,0.00598955,0.024495,-0.751415
394,-2.07654,0.566326,1.61532,0.660195,0.00511218,0.0274943,-0.750574
395,-2.0778,0.562363,1.61651,0.660471,0.00481056,0.0278826,-0.750318
396,-2.08163,0.549366,1.61992,0.662217,0.005207,0.0280695,-0.748768
397,-2.08324,0.542447,1.62169,0.663035,0.00468022,0.0275643,-0.748066
398,-2.08468,0.535387,1.62309,0.663439,0.00447418,0.0282807,-0.747682
399,-2.08623,0.524368,1.62485,0.664248,0.00439607,0.0297201,-0.746908
400,-2.08724,0.513051,1.62609,0.664917,0.00380062,0.0315045,-0.746243
401,-2.08728,0.50911,1.62648,0.665153,0.00355463,0.0326794,-0.745983
402,-2.08729,0.497213,1.62709,0.665795,0.0025871,0.0351265,-0.745303
403,-2.08673,0.488923,1.62709,0.666687,0.00190864,0.0355994,-0.744484
404,-2.08324,0.46746,1.62774,0.668014,-0.000264393,0.0372539,-0.743215
405,-2.08105,0.458527,1.62825,0.668175,-0.000387956,0.0373346,-0.743067
406,-2.07974,0.453927,1.62848,0.668701,-0.000348491,0.0363873,-0.742641
407,-2.07703,0.444575,1.6291,0.669136,0.000500638,0.0358027,-0.742277
408,-2.06874,0.420242,1.63016,0.670768,0.00546627,0.0329067,-0.740917
409,-2.06337,0.40489,1.63104,0.671314,0.00782957,0.0307247,-0.740495
410,-2.05976,0.394317,1.63155,0.671679,0.00953295,0.0300586,-0.740171
411,-2.05067,0.367128,1.63206,0.672755,0.00723516,0.0265366,-0.739354
412,-2.04499,0.35021,1.63181,0.673397,0.00437053,0.0264717,-0.738794
413,-2.04115,0.338841,1.63164,0.673618,0.00237463,0.0275555,-0.738562
414,-2.03496,0.321812,1.6317,0.673558,-0.00159441,0.0304339,-0.738506
415,-2.03042,0.31045,1.63226,0.673488,-0.00365215,0.03137,-0.738523
416,-2.02563,0.299336,1.63314,0.67326,-0.00527729,0.0284138,-0.738841
417,-2.01807,0.282816,1.63497,0.672956,-0.00532851,0.0258069,-0.739213
418,-2.00959,0.265925,1.63711,0.67263,-0.00333493,0.0245277,-0.739565
419,-2.00686,0.260741,1.63775,0.67277,-0.00279557,0.0242264,-0.73945
420,-1.99825,0.245351,1.63986,0.672694,-0.000719889,0.0232138,-0.739556
421,-1.99276,0.236107,1.64104,0.672716,0.000789138,0.0224904,-0.739559
422,-1.98044,0.215749,1.64421,0.672172,0.00307045,0.0210786,-0.740089
423,-1.97793,0.211792,1.64484,0.672118,0.00375252,0.0206949,-0.740146
424,-1.96924,0.197527,1.64745,0.672355,0.00533541,0.0202635,-0.739932
425,-1.96345,0.188131,1.64944,0.672392,0.00653177,0.0194716,-0.739911
426,-1.95528,0.173972,1.6525,0.672511,0.00921407,0.0199368,-0.739761
427,-1.95008,0.164622,1.65471,0.673032,0.0108366,0.0207961,-0.739242
428,-1.9432,0.151297,1.65859,0.672957,0.0132651,0.0218594,-0.73924
429,-1.93823,0.140924,1.6624,0.673247,0.0145731,0.0218148,-0.738952
430,-1.93197,0.126554,1.66804,0.672967,0.014987,0.0227899,-0.73917
431,-1.92797,0.116925,1.67198,0.673091,0.0143694,0.0225523,-0.739076
432,-1.92264,0.102231,1.67817,0.673057,0.0132399,0.023876,-0.739086
433,-1.91913,0.0921426,1.68248,0.672855,0.0119947,0.0259145,-0.739223
434,-1.91408,0.0769021,1.68925,0.672791,0.0100681,0.0300113,-0.739156
435,-1.91229,0.0716166,1.6915,0.67224,0.00980006,0.0312062,-0.73961
436,-1.90711,0.056662,1.69804,0.672068,0.00751415,0.0342291,-0.73966
437,-1.90066,0.0393937,1.70516,0.671901,0.00429493,0.0364339,-0.739732
438,-1.89371,0.0226949,1.71179,0.671585,0.0023073,0.0359654,-0.74005
439,-1.89085,0.0160644,1.71418,0.671432,0.00221372,0.0358826,-0.740193
440,-1.87765,-0.0119453,1.72354,0.67176,0.00216187,0.0347997,-0.739948
441,-1.8685,-0.0297119,1.73003,0.672055,0.00254863,0.0343092,-0.739702
442,-1.86136,-0.0426496,1.73494,0.672306,0.00201585,0.0320077,-0.739579
443,-1.85144,-0.0595474,1.74082,0.672118,9.86737e-05,0.0306436,-0.739809
444,-1.84017,-0.0776529,1.74643,0.671633,-0.00225001,0.0312462,-0.740222
445,-1.83219,-0.0896327,1.74987,0.671259,-0.00372118,0.0315128,-0.740543
446,-1.82385,-0.101334,1.7531,0.671202,-0.00468814,0.0320762,-0.740565
447,-1.79657,-0.136721,1.76199,0.670986,-0.00351767,0.0286315,-0.740909
448,-1.78664,-0.148181,1.7648,0.671146,-0.00267894,0.0271515,-0.740823
449,-1.78164,-0.153719,1.7662,0.671141,-0.00214124,0.0270311,-0.740834
450,-1.76645,-0.170788,1.77025,0.67143,-0.000390116,0.0224352,-0.740728
451,-1.75112,-0.18707,1.77417,0.67181,0.00101724,0.0185233,-0.740491
452,-1.7358,-0.202885,1.77837,0.67192,0.00158021,0.0140039,-0.74049
453,-1.72503,-0.213276,1.78189,0.672276,0.00219768,0.0123413,-0.740194
454,-1.71149,-0.226858,1.78637,0.672643,0.00350292,0.00941195,-0.739899
455,-1.70688,-0.231435,1.78776,0.672494,0.00447509,0.00924017,-0.740031
456,-1.69361,-0.244503,1.79145,0.672837,0.00714207,0.00717114,-0.739721
457,-1.68535,-0.252778,1.79353,0.672927,0.00887964,0.00657189,-0.739626
458,-1.67038,-0.267992,1.79652,0.673211,0.0113998,0.00582668,-0.739339
459,-1.66697,-0.271533,1.79698,0.67313,0.0117345,0.00630415,-0.739404
460,-1.65752,-0.282056,1.79783,0.672824,0.0132609,0.00788046,-0.739642
461,-1.65192,-0.288648,1.79809,0.67305,0.0137586,0.00906731,-0.739413
462,-1.64435,-0.298358,1.79815,0.672999,0.0147903,0.0117083,-0.739403
463,-1.63987,-0.304595,1.79811,0.67273,0.0146742,0.0134294,-0.739621
464,-1.63366,-0.313785,1.79805,0.672367,0.0149073,0.0172232,-0.739867
465,-1.63176,-0.316883,1.79806,0.67239,0.0148336,0.0181684,-0.739826
466,-1.62507,-0.329275,1.79985,0.671747,0.0147685,0.0194924,-0.740377
467,-1.62202,-0.335518,1.80102,0.671173,0.0150599,0.0199802,-0.740878
468,-1.61793,-0.345001,1.80286,0.670603,0.0143246,0.0198722,-0.741412
469,-1.61668,-0.348412,1.80352,0.670419,0.0137275,0.0192486,-0.741606
470,-1.61288,-0.357855,1.80512,0.669715,0.0128006,0.020071,-0.742237
471,-1.60949,-0.367805,1.8065,0.668989,0.0121108,0.0196354,-0.742914
472,-1.60729,-0.374427,1.80708,0.668668,0.0116674,0.0193376,-0.743218
473,-1.60507,-0.381023,1.80773,0.668458,0.0113585,0.021532,-0.743351
474,-1.60211,-0.391251,1.80823,0.667893,0.0111277,0.0212154,-0.743871
475,-1.59998,-0.398,1.80822,0.667662,0.0111365,0.0212067,-0.744079
476,-1.59705,-0.408367,1.80828,0.667429,0.0109976,0.0214216,-0.744284
477,-1.59482,-0.416189,1.80836,0.666995,0.0101359,0.0214625,-0.744684
478,-1.5911,-0.429818,1.80935,0.667136,0.00922709,0.0225639,-0.744537
479,-1.58975,-0.433382,1.80963,0.667101,0.00883077,0.0218203,-0.744596
480,-1.58658,-0.444362,1.81137,0.667141,0.00839423,0.0215495,-0.744572
481,-1.58564,-0.448184,1.81214,0.667058,0.00815567,0.0210119,-0.744664
482,-1.58091,-0.463108,1.81538,0.667268,0.00788679,0.0228905,-0.744424
483,-1.57856,-0.470903,1.81738,0.66707,0.00751985,0.0230017,-0.744602
484,-1.57468,-0.482326,1.82055,0.666927,0.0074181,0.0244682,-0.744684
485,-1.57183,-0.490957,1.8231,0.667075,0.00749973,0.0234284,-0.744584
486,-1.56787,-0.501995,1.82645,0.667229,0.00843526,0.0230802,-0.744447
487,-1.5651,-0.510016,1.82894,0.667334,0.00924048,0.0225722,-0.744359
488,-1.56244,-0.518173,1.83144,0.666998,0.010132,0.0221534,-0.744661
489,-1.55959,-0.526356,1.83372,0.667071,0.0107308,0.0213346,-0.744612
490,-1.55558,-0.538894,1.8374,0.667319,0.011827,0.0215242,-0.744367
491,-1.55303,-0.547333,1.83992,0.667685,0.0124354,0.0219098,-0.744017
492,-1.54933,-0.560141,1.84471,0.668081,0.0123017,0.0216103,-0.743673
493,-1.54704,-0.56858,1.84807,0.668383,0.0117088,0.0209717,-0.743429
494,-1.54294,-0.585881,1.85425,0.668794,0.00984813,0.0180387,-0.743164
495,-1.54203,-0.590221,1.85567,0.66871,0.00933695,0.0173799,-0.743262
496,-1.53948,-0.603016,1.85934,0.668859,0.00848796,0.0161063,-0.743166
497,-1.53767,-0.611974,1.86157,0.66896,0.00727138,0.0151882,-0.743107
498,-1.53497,-0.627319,1.86459,0.668925,0.00659778,0.0148892,-0.743152
499,-1.53453,-0.631421,1.8653,0.668525,0.00631759,0.0144084,-0.743523
500,-1.5329,-0.642969,1.86683,0.668503,0.00693138,0.014393,-0.743538
501,-1.53225,-0.646648,1.86728,0.668599,0.00722643,0.0145504,-0.743446
502,-1.53072,-0.661209,1.86874,0.668358,0.00846169,0.0137918,-0.743664
503,-1.53012,-0.667949,1.86928,0.66805,0.00928309,0.0145122,-0.743917
504,-1.52964,-0.675189,1.86982,0.667926,0.00914253,0.0138409,-0.744043
505,-1.52937,-0.681139,1.87058,0.667912,0.00884174,0.0130505,-0.744073
506,-1.5295,-0.693466,1.87266,0.667802,0.0089211,0.0128095,-0.744175
507,-1.52957,-0.696528,1.8731,0.668045,0.00887876,0.0127263,-0.743959
508,-1.53021,-0.705208,1.87414,0.667864,0.00918964,0.0128755,-0.744115
509,-1.531,-0.710757,1.87453,0.667747,0.0091015,0.0130582,-0.744218
510,-1.53271,-0.721286,1.87466,0.667493,0.00906034,0.0139355,-0.744431
511,-1.53331,-0.72386,1.87445,0.667137,0.00902698,0.0139954,-0.744749
512,-1.53517,-0.731379,1.87379,0.666836,0.00967589,0.0150215,-0.74499
513,-1.5371,-0.73869,1.87307,0.66677,0.00995481,0.0162392,-0.74502
514,-1.53849,-0.743472,1.87283,0.666622,0.00998333,0.0176751,-0.74512
515,-1.53991,-0.74828,1.87291,0.666405,0.0097835,0.0189679,-0.745285
516,-1.54218,-0.755553,1.87362,0.665931,0.0093219,0.0193284,-0.745705
517,-1.54354,-0.760384,1.87445,0.66573,0.00889352,0.0198158,-0.745876
518,-1.54576,-0.767703,1.87683,0.665633,0.00804836,0.019726,-0.745975
519,-1.54696,-0.772405,1.87872,0.665495,0.0071061,0.0194927,-0.746113
520,-1.54895,-0.77951,1.88156,0.66527,0.00597217,0.0175424,-0.746373
521,-1.5496,-0.781766,1.88236,0.665211,0.00547889,0.0171959,-0.746437
522,-1.55195,-0.790788,1.88543,0.66477,0.00442334,0.0155465,-0.746873
523,-1.55266,-0.793209,1.88624,0.664556,0.00420249,0.0153653,-0.747069
524,-1.55477,-0.80117,1.88852,0.664587,0.00549171,0.0163106,-0.747012
525,-1.55527,-0.803033,1.88909,0.664434,0.00581918,0.0162097,-0.747149
526,-1.55732,-0.81053,1.89094,0.664318,0.00816664,0.0168663,-0.747215
527,-1.55796,-0.812408,1.89135,0.664311,0.00881027,0.0169629,-0.747212
528,-1.56005,-0.819417,1.89322,0.664631,0.0111603,0.017752,-0.746877
529,-1.56072,-0.821324,1.8939,0.664555,0.0117772,0.0177778,-0.746935
530,-1.56245,-0.826585,1.89593,0.664909,0.0132036,0.0202516,-0.746533
531,-1.56382,-0.830681,1.89822,0.665279,0.0138638,0.0215231,-0.746156
532,-1.56542,-0.835592,1.90178,0.665608,0.0137067,0.0211334,-0.745877
533,-1.56689,-0.839734,1.90483,0.66599,0.0133487,0.022582,-0.7455
534,-1.56911,-0.845695,1.90888,0.665831,0.0131587,0.0214518,-0.745678
535,-1.57075,-0.850083,1.91164,0.666002,0.0129007,0.0223143,-0.745504
536,-1.57307,-0.856703,1.91549,0.666235,0.0131414,0.0231464,-0.745267
537,-1.57376,-0.858857,1.91676,0.666613,0.0132446,0.0232144,-0.744925
538,-1.57698,-0.868121,1.9217,0.666694,0.0130166,0.0229163,-0.744865
539,-1.57768,-0.870274,1.92287,0.666566,0.0129128,0.0229028,-0.744982
540,-1.58132,-0.880408,1.92733,0.667363,0.0127527,0.0223039,-0.744289
541,-1.58317,-0.885508,1.92926,0.667464,0.012691,0.0222605,-0.744201
542,-1.58572,-0.892865,1.93184,0.667672,0.0130038,0.0220175,-0.744016
543,-1.58689,-0.895833,1.93289,0.667904,0.013102,0.0212477,-0.743829
544,-1.5898,-0.90402,1.93615,0.668398,0.0134772,0.022198,-0.74335
545,-1.59192,-0.909632,1.93878,0.668724,0.0133793,0.0219714,-0.743065
546,-1.59625,-0.921199,1.9441,0.669144,0.0136292,0.021894,-0.742685
547,-1.5973,-0.924063,1.94533,0.669442,0.0133756,0.0218765,-0.742422
548,-1.60062,-0.933135,1.94863,0.669558,0.01305,0.0225021,-0.742304
549,-1.60282,-0.939357,1.95041,0.669402,0.0126092,0.0237597,-0.742413
550,-1.606,-0.948723,1.95245,0.669592,0.0117002,0.0244271,-0.742235
551,-1.60796,-0.955074,1.95343,0.669738,0.0113647,0.0250078,-0.742089
552,-1.61098,-0.96488,1.95455,0.669668,0.0112608,0.0254822,-0.742138
553,-1.61224,-0.968915,1.95494,0.669436,0.0111542,0.025542,-0.742347
554,-1.61557,-0.982096,1.95578,0.669293,0.0105458,0.0261554,-0.742463
555,-1.61714,-0.989163,1.95602,0.668642,0.0101767,0.0262672,-0.743051
556,-1.61923,-0.999967,1.9562,0.668105,0.00941893,0.0265447,-0.743534
557,-1.62114,-1.01097,1.95682,0.667439,0.0093939,0.0258747,-0.744155
558,-1.62217,-1.01839,1.95764,0.666956,0.0101246,0.0262476,-0.744565
559,-1.62278,-1.02224,1.95807,0.666599,0.0101778,0.0252845,-0.744918
560,-1.62419,-1.03371,1.95933,0.665864,0.0105606,0.0253224,-0.745569
561,-1.62505,-1.04149,1.96006,0.665619,0.0107083,0.024395,-0.745816
562,-1.62703,-1.05712,1.96127,0.664727,0.010713,0.0220033,-0.746685
563,-1.62743,-1.06095,1.96144,0.664498,0.0104479,0.0215171,-0.746907
564,-1.62901,-1.07271,1.96193,0.663911,0.00931859,0.0197292,-0.747493
565,-1.63016,-1.08033,1.96194,0.663572,0.00842539,0.0187732,-0.747829
566,-1.63188,-1.09164,1.96151,0.662517,0.00733856,0.0173716,-0.74881
567,-1.63326,-1.09972,1.96076,0.661947,0.00661324,0.0169567,-0.749329
568,-1.63514,-1.11001,1.95948,0.661468,0.00634489,0.0174902,-0.749743
569,-1.63567,-1.11294,1.95903,0.661161,0.00628504,0.0174773,-0.750014
570,-1.63876,-1.12738,1.95718,0.660494,0.00700565,0.0168693,-0.750609
571,-1.64044,-1.13464,1.95696,0.660332,0.00745859,0.0169035,-0.750747
572,-1.64288,-1.14393,1.95711,0.659636,0.00783099,0.0169339,-0.751354
573,-1.64472,-1.15031,1.9574,0.659084,0.00781753,0.0176238,-0.751823
574,-1.64737,-1.15973,1.95788,0.658813,0.00750295,0.01771,-0.752061
575,-1.64821,-1.16266,1.95801,0.65883,0.00769538,0.0183619,-0.752028
576,-1.65113,-1.17195,1.95879,0.658315,0.00754189,0.0183391,-0.752481
577,-1.65307,-1.17787,1.95942,0.658436,0.00698103,0.0182866,-0.752382
578,-1.65715,-1.1896,1.96052,0.657942,0.00700607,0.0185937,-0.752806
579,-1.65819,-1.19245,1.96089,0.657749,0.0073364,0.0190844,-0.752959
580,-1.66138,-1.20104,1.96194,0.657512,0.00828007,0.0198098,-0.753138
581,-1.66351,-1.20667,1.96254,0.657344,0.00841647,0.019807,-0.753284
582,-1.6679,-1.21795,1.96366,0.657019,0.00917768,0.0215123,-0.753511
583,-1.66892,-1.22071,1.96399,0.657168,0.0092694,0.0218555,-0.75337
584,-1.67233,-1.22923,1.96593,0.656932,0.00949991,0.0223418,-0.753559
585,-1.67562,-1.23768,1.96835,0.656935,0.00911045,0.0223645,-0.75356
586,-1.67788,-1.2434,1.96995,0.6566,0.00864646,0.0224577,-0.753855
587,-1.67988,-1.24873,1.97144,0.656501,0.0089589,0.0230693,-0.753919
588,-1.68466,-1.26098,1.97412,0.656503,0.0104157,0.0222774,-0.753922
589,-1.68584,-1.26403,1.97466,0.656358,0.0110031,0.0223463,-0.754038
590,-1.68947,-1.27301,1.9763,0.656487,0.0119696,0.0228577,-0.753896
591,-1.69194,-1.27946,1.9776,0.656631,0.012374,0.0226398,-0.75377
592,-1.69451,-1.28581,1.97878,0.656758,0.0125845,0.0233082,-0.753636
593,-1.69841,-1.29563,1.9805,0.657042,0.0129799,0.0247862,-0.753335
594,-1.70241,-1.30563,1.98209,0.657478,0.0123337,0.0253369,-0.752946
595,-1.70383,-1.30914,1.98272,0.657502,0.0123799,0.0248768,-0.75294
596,-1.70952,-1.32336,1.98493,0.657862,0.0123511,0.02534,-0.752611
597,-1.71086,-1.32677,1.98556,0.65795,0.0120057,0.0252387,-0.752543
598,-1.71683,-1.3417,1.98892,0.658436,0.0117377,0.0243718,-0.75215
599,-1.71849,-1.3456,1.98987,0.658522,0.0115255,0.0234382,-0.752108
600,-1.72305,-1.35704,1.99232,0.658982,0.0108161,0.0234056,-0.751717
601,-1.7259,-1.36423,1.99381,0.659438,0.0100942,0.0229111,-0.751342
602,-1.73087,-1.37662,1.99606,0.659999,0.00906882,0.0230136,-0.750859
603,-1.73559,-1.38852,1.99801,0.660765,0.0086146,0.0230894,-0.750188
604,-1.73891,-1.3965,1.99879,0.661159,0.00869919,0.0232017,-0.749836
605,-1.74214,-1.40465,1.99941,0.661604,0.00884931,0.0227017,-0.749457
606,-1.74743,-1.41742,1.99983,0.662403,0.00913529,0.0229363,-0.748741
607,-1.75027,-1.42472,1.99993,0.662977,0.00934672,0.0233623,-0.748217
608,-1.75519,-1.43681,2.0003,0.663862,0.00940431,0.0237429,-0.747419
609,-1.75689,-1.44104,2.00055,0.664504,0.00935683,0.0237772,-0.746847
610,-1.76349,-1.45748,2.00286,0.665444,0.00890989,0.024816,-0.745982
611,-1.76543,-1.46187,2.00383,0.665518,0.00845178,0.0232943,-0.74597
612,-1.77336,-1.4824,2.00888,0.667285,0.00755752,0.024073,-0.744375
613,-1.77516,-1.48671,2.00993,0.66723,0.00781738,0.0239076,-0.744427
614,-1.78019,-1.49994,2.01284,0.667847,0.00842691,0.0249523,-0.743832
615,-1.7818,-1.5041,2.01372,0.667858,0.00878604,0.0245027,-0.743833
616,-1.78785,-1.52064,2.0169,0.669043,0.00954783,0.0245429,-0.742757
617,-1.79097,-1.5293,2.01831,0.669491,0.00931108,0.0253941,-0.742327
618,-1.79587,-1.54234,2.01982,0.669718,0.00932015,0.0240865,-0.742166
619,-1.79751,-1.5467,2.02017,0.670053,0.00949588,0.0240692,-0.741862
620,-1.80425,-1.5643,2.02084,0.670026,0.00979769,0.0237998,-0.741892
621,-1.80598,-1.56859,2.02081,0.670279,0.0099161,0.0233546,-0.741675
622,-1.81134,-1.58191,2.02081,0.670641,0.00995333,0.0229096,-0.741362
623,-1.81485,-1.59078,2.02127,0.670563,0.0102469,0.0241833,-0.741388
624,-1.82055,-1.60485,2.02277,0.670696,0.0102135,0.0250133,-0.74124
625,-1.82379,-1.6134,2.02389,0.671469,0.00983997,0.0262813,-0.740501
626,-1.82938,-1.62727,2.02593,0.672075,0.0101974,0.0284903,-0.739865
627,-1.83088,-1.63169,2.02608,0.671923,0.00973548,0.0277938,-0.740035
628,-1.8368,-1.64747,2.02805,0.672529,0.00946137,0.0279036,-0.739484
629,-1.84162,-1.6616,2.03043,0.680602,0.00845146,0.0276441,-0.732083
630,-1.84603,-1.67657,2.03297,0.690031,0.00550489,0.0294345,-0.72316
631,-1.84739,-1.68149,2.03376,0.693079,0.00437472,0.0295464,-0.720243
632,-1.85112,-1.6966,2.03599,0.702994,0.00046576,0.030381,-0.710546
633,-1.85439,-1.71162,2.03775,0.713131,-0.00374864,0.0327827,-0.700253
634,-1.85652,-1.72629,2.03765,0.723314,-0.00830476,0.0330547,-0.689678
635,-1.85698,-1.7312,2.03738,0.726526,-0.00978584,0.0328397,-0.686284
636,-1.85781,-1.74988,2.03636,0.740368,-0.0135911,0.0334906,-0.67123
637,-1.85765,-1.75457,2.03637,0.743662,-0.0145461,0.0333375,-0.667566
638,-1.85629,-1.76763,2.03668,0.753764,-0.0168749,0.0330235,-0.656098
639,-1.8546,-1.77591,2.03707,0.7602,-0.0181543,0.0339319,-0.648548
640,-1.85092,-1.78756,2.03784,0.770064,-0.0200248,0.0333714,-0.636778
641,-1.84775,-1.79494,2.03847,0.776599,-0.0212328,0.0332954,-0.628757
642,-1.84147,-1.80561,2.03939,0.786665,-0.0230042,0.0325591,-0.616091
643,-1.83957,-1.80823,2.03961,0.789285,-0.0232579,0.032644,-0.612718
644,-1.8288,-1.81906,2.04028,0.801139,-0.0236915,0.0323055,-0.597136
645,-1.82256,-1.82359,2.04012,0.807224,-0.024514,0.032875,-0.588819
