idx,p_x,p_y,p_z,q_w,q_x,q_y,q_z
1447,1.44374,1.31662,2.34133,0.993331,0.0147507,-0.000442531,-0.114346
1448,1.41845,1.28683,2.34475,0.989807,0.0167766,0.00942783,-0.141109
1449,1.392,1.25396,2.34385,0.985046,0.0173111,0.0193064,-0.170328
1450,1.37893,1.23692,2.34145,0.982242,0.0170617,0.0243703,-0.185247
1451,1.37146,1.2267,2.33943,0.980493,0.0170766,0.0271061,-0.193925
1452,1.34719,1.19112,2.33023,0.973765,0.0145368,0.0375653,-0.223962
1453,1.33678,1.17426,2.32485,0.970388,0.0135256,0.0410734,-0.23765
1454,1.32091,1.14579,2.31491,0.964468,0.0120415,0.044632,-0.260122
1455,1.31599,1.13618,2.31127,0.962358,0.0110894,0.0452795,-0.267758
1456,1.29856,1.09652,2.29731,0.953216,0.0090278,0.044143,-0.298912
1457,1.29479,1.08652,2.29363,0.950703,0.00902168,0.0430142,-0.306974
1458,1.28425,1.05558,2.28168,0.943025,0.0111627,0.0394805,-0.330182
1459,1.27549,1.02416,2.26877,0.934642,0.0143312,0.0343694,-0.353636
1460,1.26777,0.991758,2.25555,0.925674,0.0145145,0.0290971,-0.376922
1461,1.26498,0.978881,2.25045,0.922024,0.0139327,0.0267176,-0.385958
1462,1.25435,0.925284,2.23017,0.906384,0.012041,0.0170766,-0.421938
1463,1.24824,0.891371,2.21872,0.895487,0.0123266,0.0120666,-0.444753
1464,1.24395,0.867104,2.21125,0.887384,0.0126352,0.0104138,-0.460741
1465,1.23787,0.834847,2.20194,0.876215,0.0144009,0.00710675,-0.481652
1466,1.23345,0.812417,2.19566,0.86774,0.0153849,0.00460066,-0.496759
1467,1.22637,0.778901,2.18688,0.855084,0.0159118,0.00177018,-0.518243
1468,1.22108,0.756382,2.18184,0.846248,0.0170866,0.000530802,-0.532516
1469,1.21229,0.722777,2.1752,0.833458,0.0196752,0.000797882,-0.552232
1470,1.20908,0.7115,2.17294,0.828929,0.0212349,0.000474552,-0.558951
1471,1.19524,0.666753,2.16523,0.813069,0.0266689,0.000237833,-0.581556
1472,1.18727,0.644353,2.16154,0.805561,0.0298681,0.000774299,-0.591759
1473,1.17322,0.608739,2.15635,0.794376,0.0335948,-0.00115867,-0.606495
1474,1.1634,0.58612,2.15291,0.787691,0.0344574,-0.00214256,-0.615102
1475,1.14825,0.554033,2.14831,0.778768,0.0342916,-0.00123282,-0.626373
1476,1.14141,0.540566,2.14657,0.775016,0.0335684,-0.000921222,-0.631049
1477,1.12463,0.507949,2.1422,0.766832,0.0289252,0.00289843,-0.641189
1478,1.11227,0.485088,2.13922,0.76172,0.0241587,0.0067578,-0.647421
1479,1.08605,0.437293,2.13294,0.751387,0.0144304,0.0124966,-0.659586
1480,1.08085,0.427912,2.13171,0.74965,0.0125269,0.0131129,-0.661586
1481,1.05612,0.38302,2.12644,0.740993,0.00369918,0.0135663,-0.671365
1482,1.04999,0.371976,2.12529,0.738694,0.00214177,0.0135675,-0.673901
1483,1.03247,0.339714,2.12191,0.732868,-0.00239889,0.0125883,-0.68025
1484,1.02126,0.31871,2.11987,0.729287,-0.00468925,0.0104105,-0.684112
1485,1.00534,0.28866,2.11688,0.724045,-0.00708707,0.00873371,-0.689661
1486,0.995204,0.269273,2.11529,0.720984,-0.00819471,0.00752907,-0.692862
1487,0.981007,0.241706,2.11311,0.716377,-0.00955766,0.007236,-0.69761
1488,0.972061,0.224174,2.11219,0.7137,-0.0103108,0.00632135,-0.700347
1489,0.959697,0.199656,2.11067,0.709873,-0.00983363,0.00730914,-0.704223
1490,0.951968,0.184098,2.10975,0.707633,-0.00909499,0.007795,-0.706478
1491,0.941112,0.16181,2.1086,0.704348,-0.00666757,0.00785453,-0.70978
1492,0.937639,0.154763,2.10818,0.703287,-0.00555299,0.00890194,-0.710829
1493,0.924463,0.127496,2.107,0.69966,-0.000344339,0.00933994,-0.714415
1494,0.918155,0.114598,2.10698,0.698002,0.00234346,0.0104415,-0.716016
1495,0.908953,0.0957088,2.10788,0.695433,0.00579089,0.0113196,-0.718479
1496,0.902996,0.0834229,2.10884,0.693719,0.00765126,0.0121198,-0.720103
1497,0.894249,0.065249,2.11049,0.691506,0.00933023,0.0136304,-0.722182
1498,0.89137,0.0592288,2.11101,0.690732,0.00992602,0.0145618,-0.722896
1499,0.882811,0.0413467,2.11275,0.688537,0.0111519,0.0162632,-0.724933
1500,0.877184,0.0294131,2.11398,0.68716,0.011868,0.016858,-0.726214
1501,0.868755,0.0114689,2.11587,0.68535,0.0122927,0.0171317,-0.727909
1502,0.863255,-0.000602093,2.11731,0.684428,0.0120569,0.0175333,-0.72877
1503,0.854891,-0.0188686,2.1195,0.682949,0.0114265,0.0171139,-0.730176
1504,0.849422,-0.0310263,2.12091,0.681696,0.0109792,0.0176012,-0.731341
1505,0.838622,-0.0556322,2.12346,0.67996,0.00774012,0.0169231,-0.733013
1506,0.836004,-0.0617663,2.12394,0.679398,0.00681367,0.0173058,-0.733534
1507,0.827976,-0.0810449,2.12605,0.678474,0.00426401,0.0173404,-0.734407
1508,0.825922,-0.0861108,2.12673,0.678166,0.00385965,0.0171233,-0.734699
1509,0.816286,-0.109897,2.12988,0.676519,0.00317727,0.0147511,-0.736271
1510,0.811628,-0.121386,2.13134,0.675928,0.00287425,0.0132387,-0.736843
1511,0.80299,-0.143685,2.13407,0.674511,0.000540795,0.0116053,-0.738173
1512,0.797071,-0.159712,2.13596,0.673392,-0.0015726,0.0125782,-0.739177
1513,0.791628,-0.175091,2.13742,0.672148,-0.00336027,0.014973,-0.740258
1514,0.788551,-0.185077,2.138,0.67164,-0.00413623,0.0170871,-0.740669
1515,0.785588,-0.194863,2.13832,0.670869,-0.00385304,0.0197375,-0.741303
1516,0.781224,-0.214317,2.13825,0.66883,-0.00275063,0.0237322,-0.743032
1517,0.780298,-0.219078,2.13802,0.668244,-0.00254115,0.0245867,-0.743531
1518,0.778235,-0.233368,2.1374,0.666462,-0.00195161,0.0237521,-0.745158
1519,0.777337,-0.242866,2.1373,0.665577,-0.00152889,0.0223018,-0.745994
1520,0.776566,-0.256861,2.13812,0.66397,-0.00203979,0.0192046,-0.74751
1521,0.776382,-0.266099,2.13892,0.662893,-0.00194069,0.0174306,-0.748509
1522,0.77653,-0.28043,2.1401,0.661609,-0.0021841,0.0149704,-0.749696
1523,0.776659,-0.284185,2.14039,0.661191,-0.00196737,0.0145317,-0.750075
1524,0.777788,-0.301461,2.14157,0.659839,5.58666e-05,0.0156683,-0.751244
1525,0.778384,-0.309937,2.14217,0.659072,0.000733458,0.0155289,-0.751919
1526,0.779694,-0.322177,2.14335,0.658548,0.00169772,0.0157227,-0.752373
1527,0.780647,-0.330118,2.14422,0.657953,0.00195643,0.0155999,-0.752895
1528,0.782256,-0.341742,2.14563,0.657208,0.00240651,0.0154798,-0.753546
1529,0.782831,-0.345487,2.14612,0.657127,0.00248405,0.0150398,-0.753626
1530,0.785022,-0.360116,2.14829,0.65635,0.00158642,0.0133516,-0.754337
1531,0.785654,-0.363586,2.14879,0.656268,0.00131538,0.013053,-0.754413
1532,0.787951,-0.376789,2.15158,0.655741,-0.000163002,0.0099324,-0.75492
1533,0.789051,-0.382909,2.15352,0.655641,-0.000788108,0.00786788,-0.755031
1534,0.790077,-0.388508,2.15548,0.655314,-0.000795616,0.00660919,-0.755327
1535,0.791096,-0.39386,2.15738,0.655297,-0.000828516,0.00574639,-0.755349
1536,0.792609,-0.403074,2.16044,0.655456,0.000633894,0.00494425,-0.755217
1537,0.792926,-0.405492,2.16115,0.655367,0.00145105,0.00524699,-0.755291
1538,0.793577,-0.41078,2.16277,0.655619,0.00292892,0.00723499,-0.755051
1539,0.793972,-0.414094,2.1635,0.656074,0.00343259,0.00870475,-0.754639
1540,0.794183,-0.418707,2.16465,0.656595,0.00376566,0.0107818,-0.754157
1541,0.794226,-0.420934,2.16512,0.657053,0.00372277,0.0111752,-0.753752
1542,0.793907,-0.424486,2.16608,0.657686,0.00384793,0.0117033,-0.753191
1543,0.793787,-0.425275,2.16639,0.657919,0.00359882,0.0117111,-0.752989
1544,0.792958,-0.428769,2.16842,0.658665,0.00407792,0.0129202,-0.752314
1545,0.792464,-0.430369,2.17041,0.659459,0.00417729,0.0135621,-0.751606
1546,0.791559,-0.432182,2.17459,0.659936,0.00463261,0.0148738,-0.751161
1547,0.791265,-0.432742,2.17629,0.660468,0.00474238,0.0153574,-0.750682
1548,0.7898,-0.434925,2.18333,0.661156,0.00559395,0.0169367,-0.750037
1549,0.789541,-0.435466,2.18497,0.661609,0.0057056,0.0177306,-0.749617
1550,0.788449,-0.437071,2.18992,0.661967,0.00490007,0.018098,-0.749298
1551,0.787768,-0.437943,2.19244,0.662372,0.0040635,0.0182525,-0.748942
1552,0.786687,-0.439633,2.19685,0.66332,0.00193286,0.0167386,-0.748146
1553,0.786405,-0.440028,2.19763,0.663389,0.00159484,0.0165152,-0.748091
1554,0.785781,-0.441051,2.19959,0.663942,-0.000193188,0.0155268,-0.747623
1555,0.785373,-0.441448,2.20051,0.664267,-0.00114488,0.0156009,-0.747332
1556,0.785038,-0.441784,2.20151,0.664577,-0.00253646,0.0154034,-0.747057
1557,0.784918,-0.441774,2.20208,0.664846,-0.0031901,0.0153433,-0.746816
1558,0.785158,-0.441345,2.20308,0.665325,-0.00291944,0.0147968,-0.746401
1559,0.785251,-0.441011,2.20362,0.665348,-0.00280892,0.0140266,-0.746397
1560,0.785964,-0.439131,2.20569,0.665837,-0.0042949,0.0118392,-0.745991
1561,0.786538,-0.437714,2.2064,0.666213,-0.00579776,0.010805,-0.745661
1562,0.787443,-0.435074,2.20688,0.666433,-0.00771678,0.010039,-0.745457
1563,0.78778,-0.434029,2.20696,0.666502,-0.00813421,0.00993224,-0.745392
1564,0.789641,-0.428879,2.20663,0.666928,-0.008483,0.0118188,-0.74498
1565,0.790884,-0.425866,2.20625,0.667307,-0.00802255,0.0128671,-0.744628
1566,0.792285,-0.422559,2.20568,0.667568,-0.0067885,0.0153456,-0.744359
1567,0.793888,-0.419059,2.2051,0.667865,-0.00565712,0.017447,-0.744056
1568,0.797863,-0.41169,2.2038,0.668438,-0.00325793,0.0221119,-0.743432
1569,0.799039,-0.409844,2.20349,0.668301,-0.00296732,0.0233456,-0.743519
1570,0.804934,-0.402548,2.20264,0.668687,-0.00325956,0.0294771,-0.742953
1571,0.806663,-0.400917,2.20243,0.668671,-0.00354441,0.0305753,-0.742921
1572,0.812623,-0.39606,2.20283,0.668479,-0.00436536,0.0341178,-0.742935
1573,0.817234,-0.393199,2.20338,0.668123,-0.00461493,0.035436,-0.743192
1574,0.825251,-0.389478,2.20384,0.667699,-0.00360614,0.0367194,-0.743517
1575,0.831355,-0.387484,2.2038,0.667361,-0.00222707,0.0375306,-0.743785
1576,0.841245,-0.385296,2.20303,0.666985,0.00118026,0.0363834,-0.744182
1577,0.848327,-0.384351,2.20199,0.666694,0.00397139,0.0353425,-0.744482
1578,0.859547,-0.383819,2.19971,0.666236,0.00826263,0.0320227,-0.745007
1579,0.867169,-0.384049,2.19774,0.665938,0.0108266,0.0292641,-0.745354
1580,0.878705,-0.385167,2.1939,0.665424,0.0140061,0.0246779,-0.745926
1581,0.886194,-0.386399,2.19142,0.664698,0.0146919,0.0215186,-0.746658
1582,0.896575,-0.388785,2.18861,0.663879,0.0146931,0.0172863,-0.747496
1583,0.904195,-0.390846,2.18697,0.663238,0.013941,0.0136294,-0.748155
1584,0.913262,-0.393755,2.18654,0.662494,0.0113225,0.00836819,-0.748935
1585,0.91761,-0.395259,2.18758,0.661625,0.00970586,0.00578651,-0.74975
1586,0.924875,-0.397962,2.19082,0.66105,0.00656395,0.00133079,-0.750312
1587,0.929572,-0.399691,2.19394,0.660126,0.0049172,-0.00026827,-0.751139
1588,0.938334,-0.402705,2.20212,0.658928,0.00229056,0.00135569,-0.752201
1589,0.93999,-0.403245,2.20396,0.658882,0.00198854,0.00241058,-0.75224
1590,0.945599,-0.404541,2.21086,0.657792,0.000943975,0.00517571,-0.753181
1591,0.94924,-0.405192,2.21598,0.657122,0.00181441,0.00643086,-0.753755
1592,0.953778,-0.405663,2.22258,0.656592,0.00351789,0.00646166,-0.75421
1593,0.957102,-0.405748,2.2275,0.656177,0.00499057,0.00659995,-0.754561
1594,0.961014,-0.405543,2.23371,0.655604,0.00721415,0.00574068,-0.755049
1595,0.963283,-0.405454,2.238,0.655126,0.00857794,0.0044429,-0.755458
1596,0.966115,-0.404816,2.24461,0.654693,0.00946351,0.0024409,-0.755831
1597,0.967646,-0.404243,2.24901,0.654255,0.00982387,0.00166562,-0.756208
1598,0.968843,-0.403304,2.25682,0.653614,0.0110757,0.00106746,-0.756746
1599,0.969232,-0.402547,2.26294,0.653485,0.0118246,0.001423,-0.756846
1600,0.968648,-0.401232,2.27261,0.653227,0.0122891,0.00190667,-0.75706
1601,0.968188,-0.400609,2.27656,0.652989,0.0122734,0.00263349,-0.757264
1602,0.966153,-0.398958,2.28602,0.652591,0.0115289,0.00242355,-0.757619
1603,0.964065,-0.397584,2.2931,0.652595,0.0106953,0.0018035,-0.757629
1604,0.959043,-0.394703,2.30435,0.651629,0.00904456,-0.000390878,-0.758484
1605,0.957614,-0.393831,2.30708,0.651716,0.00856839,-0.000856889,-0.758414
1606,0.951858,-0.390951,2.31425,0.651203,0.00801141,-0.00102207,-0.758861
1607,0.94814,-0.388987,2.31764,0.650806,0.00831781,-0.00054583,-0.759198
1608,0.941349,-0.385451,2.32204,0.650368,0.00917317,5.79769e-06,-0.759564
1609,0.9364,-0.382848,2.3243,0.650118,0.00951391,0.00197303,-0.759771
1610,0.928551,-0.378757,2.32681,0.649703,0.00896026,0.00528608,-0.760117
1611,0.925731,-0.37735,2.3277,0.649536,0.00874217,0.00698678,-0.760249
1612,0.913969,-0.371258,2.33088,0.648808,0.00802556,0.0120134,-0.760815
1613,0.908602,-0.368548,2.33201,0.64862,0.00802142,0.0132146,-0.760955
1614,0.899267,-0.363891,2.33365,0.648723,0.00855476,0.0146381,-0.760836
1615,0.893915,-0.361325,2.33458,0.649089,0.00875317,0.0152695,-0.760509
1616,0.88508,-0.357073,2.33597,0.649602,0.00878459,0.0163067,-0.760049
1617,0.882099,-0.355815,2.33632,0.649888,0.00844015,0.0161344,-0.759812
1618,0.873441,-0.351766,2.33745,0.650363,0.00745247,0.015982,-0.759419
1619,0.862107,-0.346566,2.33888,0.650939,0.00471278,0.0158927,-0.758949
1620,0.856159,-0.343906,2.33967,0.65147,0.0034073,0.0161867,-0.758494
1621,0.853934,-0.34278,2.33996,0.651372,0.00314755,0.0165719,-0.758571
1622,0.845331,-0.338898,2.34134,0.651595,0.00226463,0.0162672,-0.758389
1623,0.838013,-0.335445,2.34294,0.652066,0.00175811,0.0157513,-0.757997
1624,0.823319,-0.327758,2.34927,0.65236,-0.00113705,0.0165802,-0.757727
1625,0.817354,-0.324068,2.35218,0.652275,-0.00316902,0.0171475,-0.757782
1626,0.813244,-0.321169,2.35424,0.652334,-0.00395854,0.0183713,-0.757699
1627,0.808307,-0.317397,2.35656,0.652296,-0.00387074,0.0187617,-0.757722
1628,0.806654,-0.315651,2.35746,0.652404,-0.00378423,0.0189802,-0.757624
1629,0.801608,-0.310077,2.36022,0.65225,-0.00485496,0.0172717,-0.757791
1630,0.800471,-0.308523,2.36095,0.652101,-0.00499072,0.0168282,-0.757929
1631,0.796699,-0.30193,2.3642,0.651698,-0.00566547,0.0127712,-0.75835
1632,0.795889,-0.300125,2.36509,0.651583,-0.00552512,0.0115058,-0.75847
1633,0.793226,-0.292629,2.36909,0.651176,-0.00659107,0.00773568,-0.758859
1634,0.792455,-0.290189,2.37021,0.650925,-0.00695808,0.00732614,-0.759075
1635,0.791013,-0.284081,2.37312,0.65053,-0.0080054,0.00712992,-0.759405
1636,0.790036,-0.278983,2.3757,0.650261,-0.00923869,0.00801205,-0.759612
1637,0.788835,-0.268818,2.37968,0.649249,-0.0111466,0.0111738,-0.760412
1638,0.788651,-0.266649,2.38017,0.649141,-0.0111197,0.0121053,-0.76049
1639,0.788502,-0.258421,2.38123,0.648661,-0.0112937,0.0158327,-0.760829
1640,0.788845,-0.252152,2.38103,0.648095,-0.0112468,0.0175618,-0.761274
1641,0.789796,-0.243907,2.37964,0.647773,-0.0102426,0.0195299,-0.761514
1642,0.790786,-0.237946,2.37813,0.647415,-0.00933164,0.0199798,-0.761819
1643,0.792781,-0.229167,2.37492,0.647462,-0.00664897,0.0219032,-0.761754
1644,0.795478,-0.220543,2.37103,0.647418,-0.00451477,0.0233753,-0.761763
1645,0.797574,-0.215,2.36848,0.647575,-0.00305272,0.0246797,-0.761596
1646,0.799869,-0.209649,2.36605,0.647819,-0.00171261,0.0249769,-0.761383
1647,0.803637,-0.202114,2.3627,0.648185,0.00186488,0.0240905,-0.7611
1648,0.804913,-0.199717,2.36168,0.648163,0.00296012,0.0241045,-0.761114
1649,0.810008,-0.190988,2.35934,0.648902,0.00553032,0.0225886,-0.760517
1650,0.812395,-0.187146,2.35878,0.648686,0.00627643,0.0230723,-0.760681
1651,0.814939,-0.18359,2.35835,0.648592,0.00643771,0.0243493,-0.760719
1652,0.817341,-0.180474,2.35761,0.648376,0.0059942,0.0253417,-0.760875
1653,0.821727,-0.175262,2.35487,0.647975,0.00784372,0.0262917,-0.761168
1654,0.822763,-0.174119,2.35388,0.648015,0.00878717,0.025696,-0.761143
1655,0.82582,-0.171319,2.35073,0.647886,0.0114968,0.0238495,-0.761277
1656,0.82731,-0.170018,2.34876,0.64786,0.0121634,0.0220467,-0.761343
1657,0.829799,-0.168483,2.34489,0.64763,0.0131518,0.0183407,-0.76162
1658,0.830105,-0.16838,2.34393,0.64756,0.0138782,0.0179446,-0.761676
1659,0.830852,-0.168658,2.33977,0.647342,0.0177729,0.0170573,-0.761801
1660,0.829741,-0.17039,2.335,0.647146,0.0226157,0.0182809,-0.761812
1661,0.828398,-0.171755,2.33321,0.646649,0.024263,0.0182628,-0.762183
1662,0.825076,-0.174588,2.33105,0.646118,0.0247091,0.0174448,-0.762638
1663,0.823968,-0.17544,2.33057,0.646005,0.024603,0.0172465,-0.762742
1664,0.817219,-0.180523,2.3285,0.645496,0.0220875,0.0165547,-0.763265
1665,0.815317,-0.181957,2.32807,0.645322,0.0207777,0.0170978,-0.763436
1666,0.808764,-0.186614,2.32693,0.645253,0.0169069,0.0190632,-0.763544
1667,0.801435,-0.191704,2.32598,0.644833,0.0131438,0.0207275,-0.763929
1668,0.793017,-0.197393,2.32514,0.644742,0.0108575,0.0214656,-0.764022
1669,0.790736,-0.198917,2.32497,0.644572,0.010482,0.0216269,-0.764165
1670,0.782297,-0.204435,2.3244,0.644565,0.00915269,0.0214158,-0.764195
1671,0.776543,-0.208123,2.32405,0.644793,0.00816335,0.021751,-0.764004
1672,0.767834,-0.213604,2.32334,0.644897,0.00715316,0.0227211,-0.763899
1673,0.759026,-0.219279,2.32225,0.645516,0.00563878,0.0244624,-0.763334
1674,0.753419,-0.222994,2.32201,0.646016,0.00288916,0.025611,-0.762888
1675,0.748433,-0.226211,2.32165,0.646652,3.25562e-05,0.0273368,-0.762295
1676,0.740493,-0.231853,2.32008,0.64724,-0.00511476,0.0304201,-0.761662
1677,0.735942,-0.235414,2.31799,0.647817,-0.00829029,0.0330562,-0.761033
1678,0.730253,-0.240605,2.31314,0.648769,-0.0126592,0.0350719,-0.760071
1679,0.727147,-0.24393,2.30948,0.648938,-0.0144925,0.0353425,-0.759882
1680,0.723505,-0.248817,2.30376,0.649723,-0.0163922,0.0342084,-0.759224
1681,0.722064,-0.252029,2.29986,0.650294,-0.0163666,0.0318629,-0.758838
1682,0.720957,-0.256759,2.29426,0.650991,-0.014295,0.0283543,-0.758421
1683,0.720884,-0.259764,2.29078,0.651728,-0.0123471,0.0260847,-0.757903
1684,0.721834,-0.264088,2.286,0.652656,-0.010498,0.0247779,-0.757176
1685,0.722477,-0.265482,2.28451,0.65289,-0.0100491,0.0249598,-0.756974
1686,0.724617,-0.269511,2.2804,0.653516,-0.00987153,0.0264661,-0.756386
1687,0.726847,-0.272202,2.27817,0.653853,-0.0101643,0.0275226,-0.756052
1688,0.732214,-0.276632,2.27479,0.653989,-0.0117812,0.0269792,-0.755931
1689,0.733958,-0.277667,2.2741,0.654131,-0.0126499,0.0262055,-0.755821
1690,0.739587,-0.280456,2.27208,0.654531,-0.0155382,0.0244425,-0.755481
1691,0.743856,-0.282055,2.27069,0.654677,-0.0167526,0.0230202,-0.755373
1692,0.753668,-0.285094,2.26801,0.654668,-0.0156177,0.0235867,-0.755387
1693,0.7565,-0.285709,2.26741,0.654647,-0.0149043,0.0239268,-0.755409
1694,0.765409,-0.287732,2.26536,0.654406,-0.0124846,0.0254307,-0.755612
1695,0.76856,-0.288372,2.26459,0.654311,-0.0119345,0.0254117,-0.755704
1696,0.782476,-0.291215,2.26154,0.653489,-0.0078002,0.0291319,-0.756335
1697,0.790037,-0.292848,2.26003,0.653361,-0.00491123,0.0301567,-0.756429
1698,0.801823,-0.295835,2.25841,0.652508,0.000390078,0.0322707,-0.757094
1699,0.805777,-0.297108,2.25803,0.652183,0.00225216,0.0330461,-0.757337
1700,0.82373,-0.303066,2.25801,0.651188,0.00714341,0.0364861,-0.758005
1701,0.828054,-0.304833,2.25829,0.651091,0.00771237,0.036252,-0.758095
1702,0.840887,-0.310218,2.25968,0.650657,0.00945706,0.0358042,-0.758468
1703,0.855453,-0.31754,2.26166,0.650183,0.0122767,0.0335374,-0.758938
1704,0.868385,-0.32504,2.26394,0.649915,0.0153067,0.0315244,-0.759198
1705,0.872844,-0.327947,2.26471,0.649686,0.016408,0.0304002,-0.759417
1706,0.885669,-0.337139,2.26724,0.649599,0.0190749,0.0253303,-0.759615
1707,0.8944,-0.34424,2.26917,0.649745,0.0206163,0.0216165,-0.759565
1708,0.90507,-0.354,2.27163,0.649943,0.0213694,0.0179577,-0.75947
1709,0.911923,-0.36122,2.27321,0.649653,0.0214361,0.0162952,-0.759754
1710,0.923803,-0.376054,2.2763,0.650232,0.021009,0.013905,-0.759318
1711,0.928782,-0.383621,2.27753,0.650113,0.0211416,0.0135642,-0.759422
1712,0.932889,-0.391257,2.27874,0.650412,0.0218082,0.0131053,-0.759156
1713,0.936146,-0.398958,2.28001,0.650564,0.0228054,0.0124409,-0.759007
1714,0.939709,-0.41126,2.28238,0.651021,0.0236094,0.0109069,-0.758614
1715,0.940882,-0.418933,2.28375,0.65144,0.0233384,0.00945102,-0.758282
1716,0.94104,-0.430379,2.28545,0.652314,0.0204125,0.00678451,-0.757643
1717,0.940727,-0.434122,2.28584,0.652641,0.0190716,0.0063601,-0.7574
1718,0.937576,-0.452381,2.28728,0.653681,0.0110438,0.0127989,-0.756582
1719,0.936612,-0.456087,2.28749,0.653735,0.0097155,0.0151373,-0.75651
1720,0.933152,-0.467039,2.28797,0.654336,0.00616559,0.0190903,-0.755938
1721,0.931912,-0.470626,2.28809,0.654632,0.00541584,0.0198591,-0.755667
1722,0.927932,-0.481264,2.28804,0.655225,0.0039704,0.0235507,-0.755056
1723,0.923768,-0.492565,2.28726,0.655813,0.00252339,0.0259776,-0.754472
1724,0.919912,-0.503311,2.28543,0.656091,0.00157296,0.0280321,-0.754159
1725,0.918917,-0.506311,2.28475,0.656123,0.00152333,0.0286184,-0.75411
1726,0.914063,-0.521399,2.28066,0.656415,0.000618072,0.0291007,-0.753838
1727,0.913151,-0.524394,2.27982,0.656421,0.000642534,0.0292827,-0.753826
1728,0.909969,-0.535463,2.27662,0.656364,-0.000503562,0.0282634,-0.753914
1729,0.908,-0.542911,2.27423,0.656351,-0.000391763,0.0286391,-0.753912
1730,0.904089,-0.558613,2.26864,0.656295,-0.00022341,0.0276132,-0.753999
1731,0.903325,-0.561748,2.26746,0.656315,-0.000214124,0.0277567,-0.753976
1732,0.900816,-0.573048,2.26248,0.656338,-0.000596089,0.0284353,-0.75393
1733,0.899248,-0.580609,2.25848,0.656222,-0.00156908,0.0289566,-0.75401
1734,0.897112,-0.591926,2.25177,0.65606,-0.00393266,0.0304629,-0.754083
1735,0.895933,-0.599554,2.24631,0.655874,-0.00575998,0.0310515,-0.75421
1736,0.894668,-0.610997,2.23658,0.655654,-0.0090643,0.0321179,-0.754324
1737,0.894363,-0.614898,2.23305,0.65523,-0.0102433,0.032578,-0.754657
1738,0.894203,-0.630191,2.21932,0.65461,-0.0126416,0.0328455,-0.755147
1739,0.894743,-0.638738,2.21318,0.653889,-0.0114441,0.0319724,-0.755828
1740,0.896189,-0.649968,2.20724,0.653272,-0.00831056,0.0306184,-0.756458
1741,0.896901,-0.654574,2.20517,0.652874,-0.00671657,0.0302299,-0.756834
1742,0.898959,-0.666104,2.2011,0.652419,-0.00226298,0.0293723,-0.757285
1743,0.900574,-0.674993,2.19887,0.652059,0.000711828,0.0279102,-0.757654
1744,0.902733,-0.686889,2.19704,0.651391,0.00236365,0.0267835,-0.758266
1745,0.904134,-0.695482,2.19646,0.651217,0.00270012,0.0262976,-0.758431
1746,0.90689,-0.7131,2.19614,0.650019,0.00162598,0.0274176,-0.759421
1747,0.907509,-0.717526,2.19614,0.649972,0.00140184,0.0272752,-0.759467
1748,0.909549,-0.735965,2.19698,0.648723,0.00299261,0.0258249,-0.76058
1749,0.910002,-0.740653,2.19733,0.648333,0.00336413,0.0256299,-0.760918
1750,0.911153,-0.754874,2.19826,0.647668,0.00465692,0.0254214,-0.761484
1751,0.911886,-0.765451,2.19834,0.647203,0.00492337,0.0258074,-0.761865
1752,0.913164,-0.795865,2.19887,0.646451,0.00492622,0.0294021,-0.762372
1753,0.91365,-0.817434,2.20054,0.645904,0.00407176,0.030156,-0.762812
1754,0.913629,-0.823022,2.2011,0.645568,0.00367743,0.0300479,-0.763103
1755,0.913899,-0.839944,2.20276,0.64539,0.0021147,0.0293784,-0.763285
1756,0.914117,-0.85055,2.20376,0.645346,0.0007855,0.0281114,-0.763372
1757,0.914037,-0.869273,2.20496,0.645154,-0.000184723,0.0253548,-0.763631
1758,0.914026,-0.880341,2.20538,0.644773,-0.00016199,0.0252071,-0.763958
1759,0.913906,-0.899507,2.20573,0.644945,-0.000792317,0.0246311,-0.763832
1760,0.913921,-0.904567,2.20577,0.644736,-0.0011899,0.0243362,-0.764017
1761,0.913764,-0.928951,2.20596,0.644458,-0.00366506,0.0241294,-0.76425
1762,0.91357,-0.941945,2.20598,0.644325,-0.00536813,0.0229326,-0.764389
1763,0.913397,-0.958766,2.20613,0.644614,-0.00680158,0.0225925,-0.764144
1764,0.913288,-0.964688,2.20627,0.644909,-0.00725512,0.0216633,-0.763918
1765,0.912865,-0.987728,2.20809,0.645954,-0.00787247,0.0204989,-0.76306
1766,0.912864,-0.993308,2.20864,0.646646,-0.00796608,0.0199616,-0.762487
1767,0.912348,-1.01483,2.21082,0.648168,-0.00869669,0.0179477,-0.761236
1768,0.911926,-1.02518,2.21144,0.648959,-0.00897003,0.0177183,-0.760564
1769,0.911304,-1.04004,2.21135,0.650585,-0.00822467,0.0190854,-0.759149
1770,0.911003,-1.04482,2.21109,0.651175,-0.00790914,0.0203854,-0.758613
1771,0.910364,-1.0588,2.20951,0.653051,-0.00716712,0.0221169,-0.756957
1772,0.909816,-1.07219,2.20693,0.65517,-0.00671528,0.0247451,-0.755047
1773,0.909495,-1.08097,2.20482,0.656416,-0.00676759,0.0266295,-0.753899
1774,0.909312,-1.08967,2.20245,0.657643,-0.00674723,0.0270973,-0.752812
1775,0.909308,-1.10253,2.19834,0.65947,-0.00635595,0.0289382,-0.751147
1776,0.909342,-1.11123,2.19563,0.660561,-0.00619763,0.0314211,-0.750089
1777,0.910226,-1.12504,2.19233,0.661709,-0.0065382,0.0349127,-0.748919
